,edix,"EDI\ Translation\ Protocol",3123,N
,edix,"EDI\ Translation\ Protocol",3123,N
,beacon-port,"Beacon\ Port",3124,N
,beacon-port,"Beacon\ Port",3124,N
,a13-an,"A13\-AN\ Interface",3125,N
,a13-an,"A13\-AN\ Interface",3125,N
,ctx-bridge,"CTX\ Bridge\ Port",3127,N
,ctx-bridge,"CTX\ Bridge\ Port",3127,N
,ndl-aas,"Active\ API\ Server\ Port",3128,N
,ndl-aas,"Active\ API\ Server\ Port",3128,N
,netport-id,"NetPort\ Discovery\ Port",3129,N
,netport-id,"NetPort\ Discovery\ Port",3129,N
,icpv2,ICPv2,3130,N
,icpv2,ICPv2,3130,N
,netbookmark,"Net\ Book\ Mark",3131,N
,netbookmark,"Net\ Book\ Mark",3131,N
,ms-rule-engine,"Microsoft\ Business\ Rule\ Engine\ Update\ Service",3132,N
,ms-rule-engine,"Microsoft\ Business\ Rule\ Engine\ Update\ Service",3132,N
,prism-deploy,"Prism\ Deploy\ User\ Port",3133,N
,prism-deploy,"Prism\ Deploy\ User\ Port",3133,N
,ecp,"Extensible\ Code\ Protocol",3134,N
,ecp,"Extensible\ Code\ Protocol",3134,N
,peerbook-port,"PeerBook\ Port",3135,N
,peerbook-port,"PeerBook\ Port",3135,N
,grubd,"Grub\ Server\ Port",3136,N
,grubd,"Grub\ Server\ Port",3136,N
,rtnt-1,"rtnt\-1\ data\ packets",3137,N
,rtnt-1,"rtnt\-1\ data\ packets",3137,N
,rtnt-2,"rtnt\-2\ data\ packets",3138,N
,rtnt-2,"rtnt\-2\ data\ packets",3138,N
,incognitorv,"Incognito\ Rendez\-Vous",3139,N
,incognitorv,"Incognito\ Rendez\-Vous",3139,N
,ariliamulti,"Arilia\ Multiplexor",3140,N
,ariliamulti,"Arilia\ Multiplexor",3140,N
,vmodem,VMODEM,3141,N
,vmodem,VMODEM,3141,N
,rdc-wh-eos,"RDC\ WH\ EOS",3142,N
,rdc-wh-eos,"RDC\ WH\ EOS",3142,N
,seaview,"Sea\ View",3143,N
,seaview,"Sea\ View",3143,N
,tarantella,Tarantella,3144,N
,tarantella,Tarantella,3144,N
,csi-lfap,CSI\-LFAP,3145,N
,csi-lfap,CSI\-LFAP,3145,N
,bears-02,bears\-02,3146,N
,bears-02,bears\-02,3146,N
,rfio,RFIO,3147,N
,rfio,RFIO,3147,N
,nm-game-admin,"NetMike\ Game\ Administrator",3148,N
,nm-game-admin,"NetMike\ Game\ Administrator",3148,N
,nm-game-server,"NetMike\ Game\ Server",3149,N
,nm-game-server,"NetMike\ Game\ Server",3149,N
,nm-asses-admin,"NetMike\ Assessor\ Administrator",3150,N
,nm-asses-admin,"NetMike\ Assessor\ Administrator",3150,N
,nm-assessor,"NetMike\ Assessor",3151,N
,nm-assessor,"NetMike\ Assessor",3151,N
,feitianrockey,"FeiTian\ Port",3152,N
,feitianrockey,"FeiTian\ Port",3152,N
,s8-client-port,"S8Cargo\ Client\ Port",3153,N
,s8-client-port,"S8Cargo\ Client\ Port",3153,N
,ccmrmi,"ON\ RMI\ Registry",3154,N
,ccmrmi,"ON\ RMI\ Registry",3154,N
,jpegmpeg,"JpegMpeg\ Port",3155,N
,jpegmpeg,"JpegMpeg\ Port",3155,N
,indura,"Indura\ Collector",3156,N
,indura,"Indura\ Collector",3156,N
,e3consultants,"CCC\ Listener\ Port",3157,N
,e3consultants,"CCC\ Listener\ Port",3157,N
,stvp,"SmashTV\ Protocol",3158,N
,stvp,"SmashTV\ Protocol",3158,N
,navegaweb-port,"NavegaWeb\ Tarification",3159,N
,navegaweb-port,"NavegaWeb\ Tarification",3159,N
,tip-app-server,"TIP\ Application\ Server",3160,N
,tip-app-server,"TIP\ Application\ Server",3160,N
,doc1lm,"DOC1\ License\ Manager",3161,N
,doc1lm,"DOC1\ License\ Manager",3161,N
,sflm,SFLM,3162,N
,sflm,SFLM,3162,N
,res-sap,RES\-SAP,3163,N
,res-sap,RES\-SAP,3163,N
,imprs,IMPRS,3164,N
,imprs,IMPRS,3164,N
,newgenpay,"Newgenpay\ Engine\ Service",3165,N
,newgenpay,"Newgenpay\ Engine\ Service",3165,N
,sossecollector,"Quest\ Spotlight\ Out\-Of\-Process\ Collector",3166,N
,sossecollector,"Quest\ Spotlight\ Out\-Of\-Process\ Collector",3166,N
,nowcontact,"Now\ Contact\ Public\ Server",3167,N
,nowcontact,"Now\ Contact\ Public\ Server",3167,N
,poweronnud,"Now\ Up\-to\-Date\ Public\ Server",3168,N
,poweronnud,"Now\ Up\-to\-Date\ Public\ Server",3168,N
,serverview-as,SERVERVIEW\-AS,3169,N
,serverview-as,SERVERVIEW\-AS,3169,N
,serverview-asn,SERVERVIEW\-ASN,3170,N
,serverview-asn,SERVERVIEW\-ASN,3170,N
,serverview-gf,SERVERVIEW\-GF,3171,N
,serverview-gf,SERVERVIEW\-GF,3171,N
,serverview-rm,SERVERVIEW\-RM,3172,N
,serverview-rm,SERVERVIEW\-RM,3172,N
,serverview-icc,SERVERVIEW\-ICC,3173,N
,serverview-icc,SERVERVIEW\-ICC,3173,N
,armi-server,"ARMI\ Server",3174,N
,armi-server,"ARMI\ Server",3174,N
,t1-e1-over-ip,T1_E1_Over_IP,3175,N
,t1-e1-over-ip,T1_E1_Over_IP,3175,N
,ars-master,"ARS\ Master",3176,N
,ars-master,"ARS\ Master",3176,N
,phonex-port,"Phonex\ Protocol",3177,N
,phonex-port,"Phonex\ Protocol",3177,N
,radclientport,"Radiance\ UltraEdge\ Port",3178,N
,radclientport,"Radiance\ UltraEdge\ Port",3178,N
,h2gf-w-2m,"H2GF\ W2m\ Handover\ prot",3179,N
,h2gf-w-2m,"H2GF\ W2m\ Handover\ prot",3179,N
,mc-brk-srv,"Millicent\ Broker\ Server",3180,N
,mc-brk-srv,"Millicent\ Broker\ Server",3180,N
,bmcpatrolagent,"BMC\ Patrol\ Agent",3181,N
,bmcpatrolagent,"BMC\ Patrol\ Agent",3181,N
,bmcpatrolrnvu,"BMC\ Patrol\ Rendezvous",3182,N
,bmcpatrolrnvu,"BMC\ Patrol\ Rendezvous",3182,N
,cops-tls,COPSTLS,3183,N
,cops-tls,COPSTLS,3183,N
,apogeex-port,"ApogeeX\ Port",3184,N
,apogeex-port,"ApogeeX\ Port",3184,N
,smpppd,"SuSE\ Meta\ PPPD",3185,N
,smpppd,"SuSE\ Meta\ PPPD",3185,N
,iiw-port,"IIW\ Monitor\ User\ Port",3186,N
,iiw-port,"IIW\ Monitor\ User\ Port",3186,N
,odi-port,"Open\ Design\ Listen\ Port",3187,N
,odi-port,"Open\ Design\ Listen\ Port",3187,N
,brcm-comm-port,"Broadcom\ Port",3188,N
,brcm-comm-port,"Broadcom\ Port",3188,N
,pcle-infex,"Pinnacle\ Sys\ InfEx\ Port",3189,N
,pcle-infex,"Pinnacle\ Sys\ InfEx\ Port",3189,N
,csvr-proxy,"ConServR\ Proxy",3190,N
,csvr-proxy,"ConServR\ Proxy",3190,N
,csvr-sslproxy,"ConServR\ SSL\ Proxy",3191,N
,csvr-sslproxy,"ConServR\ SSL\ Proxy",3191,N
,firemonrcc,"FireMon\ Revision\ Control",3192,N
,firemonrcc,"FireMon\ Revision\ Control",3192,N
,spandataport,SpanDataPort,3193,N
,spandataport,SpanDataPort,3193,N
,magbind,"Rockstorm\ MAG\ protocol",3194,N
,magbind,"Rockstorm\ MAG\ protocol",3194,N
,ncu-1,"Network\ Control\ Unit",3195,N
,ncu-1,"Network\ Control\ Unit",3195,N
,ncu-2,"Network\ Control\ Unit",3196,N
,ncu-2,"Network\ Control\ Unit",3196,N
,embrace-dp-s,"Embrace\ Device\ Protocol\ Server",3197,N
,embrace-dp-s,"Embrace\ Device\ Protocol\ Server",3197,N
,embrace-dp-c,"Embrace\ Device\ Protocol\ Client",3198,N
,embrace-dp-c,"Embrace\ Device\ Protocol\ Client",3198,N
,dmod-workspace,"DMOD\ WorkSpace",3199,N
,dmod-workspace,"DMOD\ WorkSpace",3199,N
,tick-port,"Press\-sense\ Tick\ Port",3200,N
,tick-port,"Press\-sense\ Tick\ Port",3200,N
,cpq-tasksmart,CPQ\-TaskSmart,3201,N
,cpq-tasksmart,CPQ\-TaskSmart,3201,N
,intraintra,IntraIntra,3202,N
,intraintra,IntraIntra,3202,N
,netwatcher-mon,"Network\ Watcher\ Monitor",3203,N
,netwatcher-mon,"Network\ Watcher\ Monitor",3203,N
,netwatcher-db,"Network\ Watcher\ DB\ Access",3204,N
,netwatcher-db,"Network\ Watcher\ DB\ Access",3204,N
,isns,"iSNS\ Server\ Port",3205,N
,isns,"iSNS\ Server\ Port",3205,N
,ironmail,"IronMail\ POP\ Proxy",3206,N
,ironmail,"IronMail\ POP\ Proxy",3206,N
,vx-auth-port,"Veritas\ Authentication\ Port",3207,N
,vx-auth-port,"Veritas\ Authentication\ Port",3207,N
,pfu-prcallback,"PFU\ PR\ Callback",3208,N
,pfu-prcallback,"PFU\ PR\ Callback",3208,N
,netwkpathengine,"HP\ OpenView\ Network\ Path\ Engine\ Server",3209,N
,netwkpathengine,"HP\ OpenView\ Network\ Path\ Engine\ Server",3209,N
,flamenco-proxy,"Flamenco\ Networks\ Proxy",3210,N
,flamenco-proxy,"Flamenco\ Networks\ Proxy",3210,N
,avsecuremgmt,"Avocent\ Secure\ Management",3211,N
,avsecuremgmt,"Avocent\ Secure\ Management",3211,N
,surveyinst,"Survey\ Instrument",3212,N
,surveyinst,"Survey\ Instrument",3212,N
,neon24x7,"NEON\ 24X7\ Mission\ Control",3213,N
,neon24x7,"NEON\ 24X7\ Mission\ Control",3213,N
,jmq-daemon-1,"JMQ\ Daemon\ Port\ 1",3214,N
,jmq-daemon-1,"JMQ\ Daemon\ Port\ 1",3214,N
,jmq-daemon-2,"JMQ\ Daemon\ Port\ 2",3215,N
,jmq-daemon-2,"JMQ\ Daemon\ Port\ 2",3215,N
,ferrari-foam,"Ferrari\ electronic\ FOAM",3216,N
,ferrari-foam,"Ferrari\ electronic\ FOAM",3216,N
,unite,"Unified\ IP\ \ Telecom\ Environment",3217,N
,unite,"Unified\ IP\ \ Telecom\ Environment",3217,N
,smartpackets,"EMC\ SmartPackets",3218,N
,smartpackets,"EMC\ SmartPackets",3218,N
,wms-messenger,"WMS\ Messenger",3219,N
,wms-messenger,"WMS\ Messenger",3219,N
,xnm-ssl,"XML\ NM\ over\ SSL",3220,N
,xnm-ssl,"XML\ NM\ over\ SSL",3220,N
,xnm-clear-text,"XML\ NM\ over\ TCP",3221,N
,xnm-clear-text,"XML\ NM\ over\ TCP",3221,N
,glbp,"Gateway\ Load\ Balancing\ Pr",3222,N
,glbp,"Gateway\ Load\ Balancing\ Pr",3222,N
,digivote,"DIGIVOTE\ R\ Vote\-Server",3223,N
,digivote,"DIGIVOTE\ R\ Vote\-Server",3223,N
,aes-discovery,"AES\ Discovery\ Port",3224,N
,aes-discovery,"AES\ Discovery\ Port",3224,N
,fcip-port,FCIP,3225,N
,fcip-port,FCIP,3225,N
,isi-irp,"ISI\ Industry\ Software\ IRP",3226,N
,isi-irp,"ISI\ Industry\ Software\ IRP",3226,N
,dwnmshttp,"DiamondWave\ NMS\ Server",3227,N
,dwnmshttp,"DiamondWave\ NMS\ Server",3227,N
,dwmsgserver,"DiamondWave\ MSG\ Server",3228,N
,dwmsgserver,"DiamondWave\ MSG\ Server",3228,N
,global-cd-port,"Global\ CD\ Port",3229,N
,global-cd-port,"Global\ CD\ Port",3229,N
,sftdst-port,"Software\ Distributor\ Port",3230,N
,sftdst-port,"Software\ Distributor\ Port",3230,N
,dsnl,"Delta\ Solutions\ Direct",3231,N
,dsnl,"Delta\ Solutions\ Direct",3231,N
,mdtp,"MDT\ port",3232,N
,mdtp,"MDT\ port",3232,N
,whisker,"WhiskerControl\ main\ port",3233,N
,whisker,"WhiskerControl\ main\ port",3233,N
,alchemy,"Alchemy\ Server",3234,N
,alchemy,"Alchemy\ Server",3234,N
,mdap-port,"MDAP\ port",3235,N
,mdap-port,"MDAP\ Port",3235,N
,apparenet-ts,"appareNet\ Test\ Server",3236,N
,apparenet-ts,"appareNet\ Test\ Server",3236,N
,apparenet-tps,"appareNet\ Test\ Packet\ Sequencer",3237,N
,apparenet-tps,"appareNet\ Test\ Packet\ Sequencer",3237,N
,apparenet-as,"appareNet\ Analysis\ Server",3238,N
,apparenet-as,"appareNet\ Analysis\ Server",3238,N
,apparenet-ui,"appareNet\ User\ Interface",3239,N
,apparenet-ui,"appareNet\ User\ Interface",3239,N
,triomotion,"Trio\ Motion\ Control\ Port",3240,N
,triomotion,"Trio\ Motion\ Control\ Port",3240,N
,sysorb,"SysOrb\ Monitoring\ Server",3241,N
,sysorb,"SysOrb\ Monitoring\ Server",3241,N
,sdp-id-port,"Session\ Description\ ID",3242,N
,sdp-id-port,"Session\ Description\ ID",3242,N
,timelot,"Timelot\ Port",3243,N
,timelot,"Timelot\ Port",3243,N
,onesaf,OneSAF,3244,N
,onesaf,OneSAF,3244,N
,vieo-fe,"VIEO\ Fabric\ Executive",3245,N
,vieo-fe,"VIEO\ Fabric\ Executive",3245,N
,dvt-system,"DVT\ SYSTEM\ PORT",3246,N
,dvt-system,"DVT\ SYSTEM\ PORT",3246,N
,dvt-data,"DVT\ DATA\ LINK",3247,N
,dvt-data,"DVT\ DATA\ LINK",3247,N
,procos-lm,"PROCOS\ LM",3248,N
,procos-lm,"PROCOS\ LM",3248,N
,ssp,"State\ Sync\ Protocol",3249,N
,ssp,"State\ Sync\ Protocol",3249,N
,hicp,"HMS\ hicp\ port",3250,N
,hicp,"HMS\ hicp\ port",3250,N
,sysscanner,"Sys\ Scanner",3251,N
,sysscanner,"Sys\ Scanner",3251,N
,dhe,"DHE\ port",3252,N
,dhe,"DHE\ port",3252,N
,pda-data,"PDA\ Data",3253,N
,pda-data,"PDA\ Data",3253,N
,pda-sys,"PDA\ System",3254,N
,pda-sys,"PDA\ System",3254,N
,semaphore,"Semaphore\ Connection\ Port",3255,N
,semaphore,"Semaphore\ Connection\ Port",3255,N
,cpqrpm-agent,"Compaq\ RPM\ Agent\ Port",3256,N
,cpqrpm-agent,"Compaq\ RPM\ Agent\ Port",3256,N
,cpqrpm-server,"Compaq\ RPM\ Server\ Port",3257,N
,cpqrpm-server,"Compaq\ RPM\ Server\ Port",3257,N
,ivecon-port,"Ivecon\ Server\ Port",3258,N
,ivecon-port,"Ivecon\ Server\ Port",3258,N
,epncdp2,"Epson\ Network\ Common\ Devi",3259,N
,epncdp2,"Epson\ Network\ Common\ Devi",3259,N
,iscsi-target,"iSCSI\ port",3260,N
,iscsi-target,"iSCSI\ port",3260,N
,winshadow,winShadow,3261,N
,winshadow,winShadow,3261,N
,necp,NECP,3262,N
,necp,NECP,3262,N
,ecolor-imager,"E\-Color\ Enterprise\ Imager",3263,N
,ecolor-imager,"E\-Color\ Enterprise\ Imager",3263,N
,ccmail,ccmaillotus,3264,N
,ccmail,ccmaillotus,3264,N
,altav-tunnel,"Altav\ Tunnel",3265,N
,altav-tunnel,"Altav\ Tunnel",3265,N
,ns-cfg-server,"NS\ CFG\ Server",3266,N
,ns-cfg-server,"NS\ CFG\ Server",3266,N
,ibm-dial-out,"IBM\ Dial\ Out",3267,N
,ibm-dial-out,"IBM\ Dial\ Out",3267,N
,msft-gc,"Microsoft\ Global\ Catalog",3268,N
,msft-gc,"Microsoft\ Global\ Catalog",3268,N
,msft-gc-ssl,"Microsoft\ Global\ Catalog\ with\ LDAPSSL",3269,N
,msft-gc-ssl,"Microsoft\ Global\ Catalog\ with\ LDAPSSL",3269,N
,verismart,Verismart,3270,N
,verismart,Verismart,3270,N
,csoft-prev,"CSoft\ Prev\ Port",3271,N
,csoft-prev,"CSoft\ Prev\ Port",3271,N
,user-manager,"Fujitsu\ User\ Manager",3272,N
,user-manager,"Fujitsu\ User\ Manager",3272,N
,sxmp,"Simple\ Extensible\ Multiplexed\ Protocol",3273,N
,sxmp,"Simple\ Extensible\ Multiplexed\ Protocol",3273,N
,ordinox-server,"Ordinox\ Server",3274,N
,ordinox-server,"Ordinox\ Server",3274,N
,samd,SAMD,3275,N
,samd,SAMD,3275,N
,maxim-asics,"Maxim\ ASICs",3276,N
,maxim-asics,"Maxim\ ASICs",3276,N
,awg-proxy,"AWG\ Proxy",3277,N
,awg-proxy,"AWG\ Proxy",3277,N
,lkcmserver,"LKCM\ Server",3278,N
,lkcmserver,"LKCM\ Server",3278,N
,admind,admind,3279,N
,admind,admind,3279,N
,vs-server,"VS\ Server",3280,N
,vs-server,"VS\ Server",3280,N
,sysopt,SYSOPT,3281,N
,sysopt,SYSOPT,3281,N
,datusorb,Datusorb,3282,N
,datusorb,Datusorb,3282,N
,net-assistant,"Net\ Assistant",3283,N
,net-assistant,"Net\ Assistant",3283,N
,4talk,4Talk,3284,N
,4talk,4Talk,3284,N
,plato,Plato,3285,N
,plato,Plato,3285,N
,e-net,E\-Net,3286,N
,e-net,E\-Net,3286,N
,directvdata,DIRECTVDATA,3287,N
,directvdata,DIRECTVDATA,3287,N
,cops,COPS,3288,N
,cops,COPS,3288,N
,enpc,ENPC,3289,N
,enpc,ENPC,3289,N
,caps-lm,"CAPS\ LOGISTICS\ TOOLKIT\ \-\ LM",3290,N
,caps-lm,"CAPS\ LOGISTICS\ TOOLKIT\ \-\ LM",3290,N
,sah-lm,"S\ A\ Holditch\ \ Associates\ \-\ LM",3291,N
,sah-lm,"S\ A\ Holditch\ \ Associates\ \-\ LM",3291,N
,cart-o-rama,"Cart\ O\ Rama",3292,N
,cart-o-rama,"Cart\ O\ Rama",3292,N
,fg-fps,fg\-fps,3293,N
,fg-fps,fg\-fps,3293,N
,fg-gip,fg\-gip,3294,N
,fg-gip,fg\-gip,3294,N
,dyniplookup,"Dynamic\ IP\ Lookup",3295,N
,dyniplookup,"Dynamic\ IP\ Lookup",3295,N
,rib-slm,"Rib\ License\ Manager",3296,N
,rib-slm,"Rib\ License\ Manager",3296,N
,cytel-lm,"Cytel\ License\ Manager",3297,N
,cytel-lm,"Cytel\ License\ Manager",3297,N
,deskview,DeskView,3298,N
,deskview,DeskView,3298,N
,pdrncs,pdrncs,3299,N
,pdrncs,pdrncs,3299,N
,mcs-fastmail,"MCS\ Fastmail",3302,N
,mcs-fastmail,"MCS\ Fastmail",3302,N
,opsession-clnt,"OP\ Session\ Client",3303,N
,opsession-clnt,"OP\ Session\ Client",3303,N
,opsession-srvr,"OP\ Session\ Server",3304,N
,opsession-srvr,"OP\ Session\ Server",3304,N
,odette-ftp,ODETTE\-FTP,3305,N
,odette-ftp,ODETTE\-FTP,3305,N
,mysql,MySQL,3306,N
,mysql,MySQL,3306,N
,opsession-prxy,"OP\ Session\ Proxy",3307,N
,opsession-prxy,"OP\ Session\ Proxy",3307,N
,tns-server,"TNS\ Server",3308,N
,tns-server,"TNS\ Server",3308,N
,tns-adv,"TNS\ ADV",3309,N
,tns-adv,"TNS\ ADV",3309,N
,dyna-access,"Dyna\ Access",3310,N
,dyna-access,"Dyna\ Access",3310,N
,mcns-tel-ret,"MCNS\ Tel\ Ret",3311,N
,mcns-tel-ret,"MCNS\ Tel\ Ret",3311,N
,appman-server,"Application\ Management\ Server",3312,N
,appman-server,"Application\ Management\ Server",3312,N
,uorb,"Unify\ Object\ Broker",3313,N
,uorb,"Unify\ Object\ Broker",3313,N
,uohost,"Unify\ Object\ Host",3314,N
,uohost,"Unify\ Object\ Host",3314,N
,cdid,CDID,3315,N
,cdid,CDID,3315,N
,aicc-cmi,AICCCMI,3316,N
,aicc-cmi,AICCCMI,3316,N
,vsaiport,"VSAI\ PORT",3317,N
,vsaiport,"VSAI\ PORT",3317,N
,ssrip,"Swith\ to\ Swith\ Routing\ Information\ Protocol",3318,N
,ssrip,"Swith\ to\ Swith\ Routing\ Information\ Protocol",3318,N
,sdt-lmd,"SDT\ License\ Manager",3319,N
,sdt-lmd,"SDT\ License\ Manager",3319,N
,officelink2000,"Office\ Link\ 2000",3320,N
,officelink2000,"Office\ Link\ 2000",3320,N
,vnsstr,VNSSTR,3321,N
,vnsstr,VNSSTR,3321,N
,sftu,SFTU,3326,N
,sftu,SFTU,3326,N
,bbars,BBARS,3327,N
,bbars,BBARS,3327,N
,egptlm,"Eaglepoint\ License\ Manager",3328,N
,egptlm,"Eaglepoint\ License\ Manager",3328,N
,hp-device-disc,"HP\ Device\ Disc",3329,N
,hp-device-disc,"HP\ Device\ Disc",3329,N
,mcs-calypsoicf,"MCS\ Calypso\ ICF",3330,N
,mcs-calypsoicf,"MCS\ Calypso\ ICF",3330,N
,mcs-messaging,"MCS\ Messaging",3331,N
,mcs-messaging,"MCS\ Messaging",3331,N
,mcs-mailsvr,"MCS\ Mail\ Server",3332,N
,mcs-mailsvr,"MCS\ Mail\ Server",3332,N
,dec-notes,"DEC\ Notes",3333,N
,dec-notes,"DEC\ Notes",3333,N
,directv-web,"Direct\ TV\ Webcasting",3334,N
,directv-web,"Direct\ TV\ Webcasting",3334,N
,directv-soft,"Direct\ TV\ Software\ Updates",3335,N
,directv-soft,"Direct\ TV\ Software\ Updates",3335,N
,directv-tick,"Direct\ TV\ Tickers",3336,N
,directv-tick,"Direct\ TV\ Tickers",3336,N
,directv-catlg,"Direct\ TV\ Data\ Catalog",3337,N
,directv-catlg,"Direct\ TV\ Data\ Catalog",3337,N
,anet-b,"OMF\ data\ b",3338,N
,anet-b,"OMF\ data\ b",3338,N
,anet-l,"OMF\ data\ l",3339,N
,anet-l,"OMF\ data\ l",3339,N
,anet-m,"OMF\ data\ m",3340,N
,anet-m,"OMF\ data\ m",3340,N
,anet-h,"OMF\ data\ h",3341,N
,anet-h,"OMF\ data\ h",3341,N
,webtie,WebTIE,3342,N
,webtie,WebTIE,3342,N
,ms-cluster-net,"MS\ Cluster\ Net",3343,N
,ms-cluster-net,"MS\ Cluster\ Net",3343,N
,bnt-manager,"BNT\ Manager",3344,N
,bnt-manager,"BNT\ Manager",3344,N
,influence,Influence,3345,N
,influence,Influence,3345,N
,trnsprntproxy,"Trnsprnt\ Proxy",3346,N
,trnsprntproxy,"Trnsprnt\ Proxy",3346,N
,phoenix-rpc,"Phoenix\ RPC",3347,N
,phoenix-rpc,"Phoenix\ RPC",3347,N
,pangolin-laser,"Pangolin\ Laser",3348,N
,pangolin-laser,"Pangolin\ Laser",3348,N
,chevinservices,"Chevin\ Services",3349,N
,chevinservices,"Chevin\ Services",3349,N
,findviatv,FINDVIATV,3350,N
,findviatv,FINDVIATV,3350,N
,btrieve,"Btrieve\ port",3351,N
,btrieve,"Btrieve\ port",3351,N
,ssql,"Scalable\ SQL",3352,N
,ssql,"Scalable\ SQL",3352,N
,fatpipe,FATPIPE,3353,N
,fatpipe,FATPIPE,3353,N
,suitjd,SUITJD,3354,N
,suitjd,SUITJD,3354,N
,ordinox-dbase,"Ordinox\ Dbase",3355,N
,ordinox-dbase,"Ordinox\ Dbase",3355,N
,upnotifyps,UPNOTIFYPS,3356,N
,upnotifyps,UPNOTIFYPS,3356,N
,adtech-test,"Adtech\ Test\ IP",3357,N
,adtech-test,"Adtech\ Test\ IP",3357,N
,mpsysrmsvr,"Mp\ Sys\ Rmsvr",3358,N
,mpsysrmsvr,"Mp\ Sys\ Rmsvr",3358,N
,wg-netforce,"WG\ NetForce",3359,N
,wg-netforce,"WG\ NetForce",3359,N
,kv-server,"KV\ Server",3360,N
,kv-server,"KV\ Server",3360,N
,kv-agent,"KV\ Agent",3361,N
,kv-agent,"KV\ Agent",3361,N
,dj-ilm,"DJ\ ILM",3362,N
,dj-ilm,"DJ\ ILM",3362,N
,nati-vi-server,"NATI\ Vi\ Server",3363,N
,nati-vi-server,"NATI\ Vi\ Server",3363,N
,creativeserver,"Creative\ Server",3364,N
,creativeserver,"Creative\ Server",3364,N
,contentserver,"Content\ Server",3365,N
,contentserver,"Content\ Server",3365,N
,creativepartnr,"Creative\ Partner",3366,N
,creativepartnr,"Creative\ Partner",3366,N
,tip2,"TIP\ 2",3372,N
,tip2,"TIP\ 2",3372,N
,lavenir-lm,"Lavenir\ License\ Manager",3373,N
,lavenir-lm,"Lavenir\ License\ Manager",3373,N
,cluster-disc,"Cluster\ Disc",3374,N
,cluster-disc,"Cluster\ Disc",3374,N
,vsnm-agent,"VSNM\ Agent",3375,N
,vsnm-agent,"VSNM\ Agent",3375,N
,cdbroker,"CD\ Broker",3376,N
,cdbroker,"CD\ Broker",3376,N
,cogsys-lm,"Cogsys\ Network\ License\ Manager",3377,N
,cogsys-lm,"Cogsys\ Network\ License\ Manager",3377,N
,wsicopy,WSICOPY,3378,N
,wsicopy,WSICOPY,3378,N
,socorfs,SOCORFS,3379,N
,socorfs,SOCORFS,3379,N
,sns-channels,"SNS\ Channels",3380,N
,sns-channels,"SNS\ Channels",3380,N
,geneous,Geneous,3381,N
,geneous,Geneous,3381,N
,fujitsu-neat,"Fujitsu\ Network\ Enhanced\ Antitheft\ function",3382,N
,fujitsu-neat,"Fujitsu\ Network\ Enhanced\ Antitheft\ function",3382,N
,esp-lm,"Enterprise\ Software\ Products\ License\ Manager",3383,N
,esp-lm,"Enterprise\ Software\ Products\ License\ Manager",3383,N
,hp-clic,"Cluster\ Management\ Services",3384,N
,hp-clic,"Hardware\ Management",3384,N
,qnxnetman,qnxnetman,3385,N
,qnxnetman,qnxnetman,3385,N
,gprs-data,"GPRS\ Data",3386,N
,gprs-sig,"GPRS\ SIG",3386,N
,backroomnet,"Back\ Room\ Net",3387,N
,backroomnet,"Back\ Room\ Net",3387,N
,cbserver,"CB\ Server",3388,N
,cbserver,"CB\ Server",3388,N
,ms-wbt-server,"MS\ WBT\ Server",3389,N
,ms-wbt-server,"MS\ WBT\ Server",3389,N
,dsc,"Distributed\ Service\ Coordinator",3390,N
,dsc,"Distributed\ Service\ Coordinator",3390,N
,savant,SAVANT,3391,N
,savant,SAVANT,3391,N
,efi-lm,"EFI\ License\ Management",3392,N
,efi-lm,"EFI\ License\ Management",3392,N
,d2k-tapestry1,"D2K\ Tapestry\ Client\ to\ Server",3393,N
,d2k-tapestry1,"D2K\ Tapestry\ Client\ to\ Server",3393,N
,d2k-tapestry2,"D2K\ Tapestry\ Server\ to\ Server",3394,N
,d2k-tapestry2,"D2K\ Tapestry\ Server\ to\ Server",3394,N
,dyna-lm,"Dyna\ License\ Manager\ Elam",3395,N
,dyna-lm,"Dyna\ License\ Manager\ Elam",3395,N
,printer_agent,"Printer\ Agent",3396,N
,printer_agent,"Printer\ Agent",3396,N
,cloanto-lm,"Cloanto\ License\ Manager",3397,N
,cloanto-lm,"Cloanto\ License\ Manager",3397,N
,mercantile,Mercantile,3398,N
,mercantile,Mercantile,3398,N
,csms,CSMS,3399,N
,csms,CSMS,3399,N
,csms2,CSMS2,3400,N
,csms2,CSMS2,3400,N
,filecast,filecast,3401,N
,filecast,filecast,3401,N
,fxaengine-net,"FXa\ Engine\ Network\ Port",3402,N
,fxaengine-net,"FXa\ Engine\ Network\ Port",3402,N
,nokia-ann-ch1,"Nokia\ Announcement\ ch\ 1",3405,N
,nokia-ann-ch1,"Nokia\ Announcement\ ch\ 1",3405,N
,nokia-ann-ch2,"Nokia\ Announcement\ ch\ 2",3406,N
,nokia-ann-ch2,"Nokia\ Announcement\ ch\ 2",3406,N
,ldap-admin,"LDAP\ admin\ server\ port",3407,N
,ldap-admin,"LDAP\ admin\ server\ port",3407,N
,BESApi,"BES\ Api\ Port",3408,N
,BESApi,"BES\ Api\ Port",3408,N
,networklens,"NetworkLens\ Event\ Port",3409,N
,networklens,"NetworkLens\ Event\ Port",3409,N
,networklenss,"NetworkLens\ SSL\ Event",3410,N
,networklenss,"NetworkLens\ SSL\ Event",3410,N
,biolink-auth,"BioLink\ Authenteon\ server",3411,N
