,fc-faultnotify,"FC\ Fault\ Notification",2819,N
,univision,UniVision,2820,N
,univision,UniVision,2820,N
,vrts-at-port,"VERITAS\ Authentication\ Service",2821,N
,vrts-at-port,"VERITAS\ Authentication\ Service",2821,N
,ka0wuc,ka0wuc,2822,N
,ka0wuc,ka0wuc,2822,N
,cqg-netlan,"CQG\ NetLAN",2823,N
,cqg-netlan,"CQG\ NetLAN",2823,N
,cqg-netlan-1,"CQG\ NetLAN\ 1",2824,N
,cqg-netlan-1,"CQG\ NetLan\ 1",2824,N
,slc-systemlog,"slc\ systemlog",2826,N
,slc-systemlog,"slc\ systemlog",2826,N
,slc-ctrlrloops,"slc\ ctrlrloops",2827,N
,slc-ctrlrloops,"slc\ ctrlrloops",2827,N
,itm-lm,"ITM\ License\ Manager",2828,N
,itm-lm,"ITM\ License\ Manager",2828,N
,silkp1,silkp1,2829,N
,silkp1,silkp1,2829,N
,silkp2,silkp2,2830,N
,silkp2,silkp2,2830,N
,silkp3,silkp3,2831,N
,silkp3,silkp3,2831,N
,silkp4,silkp4,2832,N
,silkp4,silkp4,2832,N
,glishd,glishd,2833,N
,glishd,glishd,2833,N
,evtp,EVTP,2834,N
,evtp,EVTP,2834,N
,evtp-data,EVTP\-DATA,2835,N
,evtp-data,EVTP\-DATA,2835,N
,catalyst,catalyst,2836,N
,catalyst,catalyst,2836,N
,repliweb,Repliweb,2837,N
,repliweb,Repliweb,2837,N
,starbot,Starbot,2838,N
,starbot,Starbot,2838,N
,nmsigport,NMSigPort,2839,N
,nmsigport,NMSigPort,2839,N
,l3-exprt,l3\-exprt,2840,N
,l3-exprt,l3\-exprt,2840,N
,l3-ranger,l3\-ranger,2841,N
,l3-ranger,l3\-ranger,2841,N
,l3-hawk,l3\-hawk,2842,N
,l3-hawk,l3\-hawk,2842,N
,pdnet,PDnet,2843,N
,pdnet,PDnet,2843,N
,bpcp-poll,"BPCP\ POLL",2844,N
,bpcp-poll,"BPCP\ POLL",2844,N
,bpcp-trap,"BPCP\ TRAP",2845,N
,bpcp-trap,"BPCP\ TRAP",2845,N
,aimpp-hello,"AIMPP\ Hello",2846,N
,aimpp-hello,"AIMPP\ Hello",2846,N
,aimpp-port-req,"AIMPP\ Port\ Req",2847,N
,aimpp-port-req,"AIMPP\ Port\ Req",2847,N
,amt-blc-port,AMT\-BLC\-PORT,2848,N
,amt-blc-port,AMT\-BLC\-PORT,2848,N
,fxp,FXP,2849,N
,fxp,FXP,2849,N
,metaconsole,MetaConsole,2850,N
,metaconsole,MetaConsole,2850,N
,webemshttp,webemshttp,2851,N
,webemshttp,webemshttp,2851,N
,bears-01,bears\-01,2852,N
,bears-01,bears\-01,2852,N
,ispipes,ISPipes,2853,N
,ispipes,ISPipes,2853,N
,infomover,InfoMover,2854,N
,infomover,InfoMover,2854,N
,msrp,"MSRP\ over\ TCP",2855,N
,msrp,MSRP,2855,N
,cesdinv,cesdinv,2856,N
,cesdinv,cesdinv,2856,N
,simctlp,SimCtIP,2857,N
,simctlp,SimCtIP,2857,N
,ecnp,ECNP,2858,N
,ecnp,ECNP,2858,N
,activememory,"Active\ Memory",2859,N
,activememory,"Active\ Memory",2859,N
,dialpad-voice1,"Dialpad\ Voice\ 1",2860,N
,dialpad-voice1,"Dialpad\ Voice\ 1",2860,N
,dialpad-voice2,"Dialpad\ Voice\ 2",2861,N
,dialpad-voice2,"Dialpad\ Voice\ 2",2861,N
,ttg-protocol,"TTG\ Protocol",2862,N
,ttg-protocol,"TTG\ Protocol",2862,N
,sonardata,"Sonar\ Data",2863,N
,sonardata,"Sonar\ Data",2863,N
,astromed-main,"main\ 5001\ cmd",2864,N
,astromed-main,"main\ 5001\ cmd",2864,N
,pit-vpn,pit\-vpn,2865,N
,pit-vpn,pit\-vpn,2865,N
,iwlistener,iwlistener,2866,N
,iwlistener,iwlistener,2866,N
,esps-portal,esps\-portal,2867,N
,esps-portal,esps\-portal,2867,N
,npep-messaging,"NPEP\ Messaging",2868,N
,npep-messaging,"NPEP\ Messaging",2868,N
,icslap,ICSLAP,2869,N
,icslap,ICSLAP,2869,N
,daishi,daishi,2870,N
,daishi,daishi,2870,N
,msi-selectplay,"MSI\ Select\ Play",2871,N
,msi-selectplay,"MSI\ Select\ Play",2871,N
,radix,RADIX,2872,N
,radix,RADIX,2872,N
,dxmessagebase1,"DX\ Message\ Base\ Transport\ Protocol",2874,N
,dxmessagebase1,"DX\ Message\ Base\ Transport\ Protocol",2874,N
,dxmessagebase2,"DX\ Message\ Base\ Transport\ Protocol",2875,N
,dxmessagebase2,"DX\ Message\ Base\ Transport\ Protocol",2875,N
,sps-tunnel,"SPS\ Tunnel",2876,N
,sps-tunnel,"SPS\ Tunnel",2876,N
,bluelance,BLUELANCE,2877,N
,bluelance,BLUELANCE,2877,N
,aap,AAP,2878,N
,aap,AAP,2878,N
,ucentric-ds,ucentric\-ds,2879,N
,ucentric-ds,ucentric\-ds,2879,N
,synapse,"Synapse\ Transport",2880,N
,synapse,"Synapse\ Transport",2880,N
,ndsp,NDSP,2881,N
,ndsp,NDSP,2881,N
,ndtp,NDTP,2882,N
,ndtp,NDTP,2882,N
,ndnp,NDNP,2883,N
,ndnp,NDNP,2883,N
,flashmsg,"Flash\ Msg",2884,N
,flashmsg,"Flash\ Msg",2884,N
,topflow,TopFlow,2885,N
,topflow,TopFlow,2885,N
,responselogic,RESPONSELOGIC,2886,N
,responselogic,RESPONSELOGIC,2886,N
,aironetddp,aironet,2887,N
,aironetddp,aironet,2887,N
,spcsdlobby,SPCSDLOBBY,2888,N
,spcsdlobby,SPCSDLOBBY,2888,N
,rsom,RSOM,2889,N
,rsom,RSOM,2889,N
,cspclmulti,CSPCLMULTI,2890,N
,cspclmulti,CSPCLMULTI,2890,N
,cinegrfx-elmd,"CINEGRFX\-ELMD\ License\ Manager",2891,N
,cinegrfx-elmd,"CINEGRFX\-ELMD\ License\ Manager",2891,N
,snifferdata,SNIFFERDATA,2892,N
,snifferdata,SNIFFERDATA,2892,N
,vseconnector,VSECONNECTOR,2893,N
,vseconnector,VSECONNECTOR,2893,N
,abacus-remote,ABACUS\-REMOTE,2894,N
,abacus-remote,ABACUS\-REMOTE,2894,N
,natuslink,"NATUS\ LINK",2895,N
,natuslink,"NATUS\ LINK",2895,N
,ecovisiong6-1,ECOVISIONG6\-1,2896,N
,ecovisiong6-1,ECOVISIONG6\-1,2896,N
,citrix-rtmp,"Citrix\ RTMP",2897,N
,citrix-rtmp,"Citrix\ RTMP",2897,N
,appliance-cfg,APPLIANCE\-CFG,2898,N
,appliance-cfg,APPLIANCE\-CFG,2898,N
,powergemplus,POWERGEMPLUS,2899,N
,powergemplus,POWERGEMPLUS,2899,N
,quicksuite,QUICKSUITE,2900,N
,quicksuite,QUICKSUITE,2900,N
,allstorcns,ALLSTORCNS,2901,N
,allstorcns,ALLSTORCNS,2901,N
,netaspi,"NET\ ASPI",2902,N
,netaspi,"NET\ ASPI",2902,N
,suitcase,SUITCASE,2903,N
,suitcase,SUITCASE,2903,N
,m2ua,M2UA,2904,N
,m2ua,M2UA,2904,N
,m3ua,M3UA,2905,N
,caller9,CALLER9,2906,N
,caller9,CALLER9,2906,N
,webmethods-b2b,"WEBMETHODS\ B2B",2907,N
,webmethods-b2b,"WEBMETHODS\ B2B",2907,N
,mao,mao,2908,N
,mao,mao,2908,N
,funk-dialout,"Funk\ Dialout",2909,N
,funk-dialout,"Funk\ Dialout",2909,N
,tdaccess,TDAccess,2910,N
,tdaccess,TDAccess,2910,N
,blockade,Blockade,2911,N
,blockade,Blockade,2911,N
,epicon,Epicon,2912,N
,epicon,Epicon,2912,N
,boosterware,"Booster\ Ware",2913,N
,boosterware,"Booster\ Ware",2913,N
,gamelobby,"Game\ Lobby",2914,N
,gamelobby,"Game\ Lobby",2914,N
,tksocket,"TK\ Socket",2915,N
,tksocket,"TK\ Socket",2915,N
,elvin_server,"Elvin\ Server",2916,N
,elvin_server,"Elvin\ Server",2916,N
,elvin_client,"Elvin\ Client",2917,N
,elvin_client,"Elvin\ Client",2917,N
,kastenchasepad,"Kasten\ Chase\ Pad",2918,N
,kastenchasepad,"Kasten\ Chase\ Pad",2918,N
,roboer,roboER,2919,N
,roboer,roboER,2919,N
,roboeda,roboEDA,2920,N
,roboeda,roboEDA,2920,N
,cesdcdman,"CESD\ Contents\ Delivery\ Management",2921,N
,cesdcdman,"CESD\ Contents\ Delivery\ Management",2921,N
,cesdcdtrn,"CESD\ Contents\ Delivery\ Data\ Transfer",2922,N
,cesdcdtrn,"CESD\ Contents\ Delivery\ Data\ Transfer",2922,N
,wta-wsp-wtp-s,WTA\-WSP\-WTP\-S,2923,N
,wta-wsp-wtp-s,WTA\-WSP\-WTP\-S,2923,N
,precise-vip,PRECISE\-VIP,2924,N
,precise-vip,PRECISE\-VIP,2924,N
,mobile-file-dl,MOBILE\-FILE\-DL,2926,N
,mobile-file-dl,MOBILE\-FILE\-DL,2926,N
,unimobilectrl,UNIMOBILECTRL,2927,N
,unimobilectrl,UNIMOBILECTRL,2927,N
,redstone-cpss,REDSTONE\-CPSS,2928,N
,redstone-cpss,REDSTONE\-CPSS,2928,N
,amx-webadmin,AMX\-WEBADMIN,2929,N
,amx-webadmin,AMX\-WEBADMIN,2929,N
,amx-weblinx,AMX\-WEBLINX,2930,N
,amx-weblinx,AMX\-WEBLINX,2930,N
,circle-x,Circle\-X,2931,N
,circle-x,Circle\-X,2931,N
,incp,INCP,2932,N
,incp,INCP,2932,N
,4-tieropmgw,"4\-TIER\ OPM\ GW",2933,N
,4-tieropmgw,"4\-TIER\ OPM\ GW",2933,N
,4-tieropmcli,"4\-TIER\ OPM\ CLI",2934,N
,4-tieropmcli,"4\-TIER\ OPM\ CLI",2934,N
,qtp,QTP,2935,N
,qtp,QTP,2935,N
,otpatch,OTPatch,2936,N
,otpatch,OTPatch,2936,N
,pnaconsult-lm,PNACONSULT\-LM,2937,N
,pnaconsult-lm,PNACONSULT\-LM,2937,N
,sm-pas-1,SM\-PAS\-1,2938,N
,sm-pas-1,SM\-PAS\-1,2938,N
,sm-pas-2,SM\-PAS\-2,2939,N
,sm-pas-2,SM\-PAS\-2,2939,N
,sm-pas-3,SM\-PAS\-3,2940,N
,sm-pas-3,SM\-PAS\-3,2940,N
,sm-pas-4,SM\-PAS\-4,2941,N
,sm-pas-4,SM\-PAS\-4,2941,N
,sm-pas-5,SM\-PAS\-5,2942,N
,sm-pas-5,SM\-PAS\-5,2942,N
,ttnrepository,TTNRepository,2943,N
,ttnrepository,TTNRepository,2943,N
,megaco-h248,"Megaco\ H\-248",2944,N
,megaco-h248,"Megaco\ H\-248",2944,N
,h248-binary,"H248\ Binary",2945,N
,h248-binary,"H248\ Binary",2945,N
,fjsvmpor,FJSVmpor,2946,N
,fjsvmpor,FJSVmpor,2946,N
,gpsd,GPSD,2947,N
,gpsd,GPSD,2947,N
,wap-push,"WAP\ PUSH",2948,N
,wap-push,"WAP\ PUSH",2948,N
,wap-pushsecure,"WAP\ PUSH\ SECURE",2949,N
,wap-pushsecure,"WAP\ PUSH\ SECURE",2949,N
,esip,ESIP,2950,N
,esip,ESIP,2950,N
,ottp,OTTP,2951,N
,ottp,OTTP,2951,N
,mpfwsas,MPFWSAS,2952,N
,mpfwsas,MPFWSAS,2952,N
,ovalarmsrv,OVALARMSRV,2953,N
,ovalarmsrv,OVALARMSRV,2953,N
,ovalarmsrv-cmd,OVALARMSRV\-CMD,2954,N
,ovalarmsrv-cmd,OVALARMSRV\-CMD,2954,N
,csnotify,CSNOTIFY,2955,N
,csnotify,CSNOTIFY,2955,N
,ovrimosdbman,OVRIMOSDBMAN,2956,N
,ovrimosdbman,OVRIMOSDBMAN,2956,N
,jmact5,JAMCT5,2957,N
,jmact5,JAMCT5,2957,N
,jmact6,JAMCT6,2958,N
,jmact6,JAMCT6,2958,N
,rmopagt,RMOPAGT,2959,N
,rmopagt,RMOPAGT,2959,N
,dfoxserver,DFOXSERVER,2960,N
,dfoxserver,DFOXSERVER,2960,N
,boldsoft-lm,BOLDSOFT\-LM,2961,N
,boldsoft-lm,BOLDSOFT\-LM,2961,N
,iph-policy-cli,IPH\-POLICY\-CLI,2962,N
,iph-policy-cli,IPH\-POLICY\-CLI,2962,N
,iph-policy-adm,IPH\-POLICY\-ADM,2963,N
,iph-policy-adm,IPH\-POLICY\-ADM,2963,N
,bullant-srap,"BULLANT\ SRAP",2964,N
,bullant-srap,"BULLANT\ SRAP",2964,N
,bullant-rap,"BULLANT\ RAP",2965,N
,bullant-rap,"BULLANT\ RAP",2965,N
,idp-infotrieve,IDP\-INFOTRIEVE,2966,N
,idp-infotrieve,IDP\-INFOTRIEVE,2966,N
,ssc-agent,SSC\-AGENT,2967,N
,ssc-agent,SSC\-AGENT,2967,N
,enpp,ENPP,2968,N
,enpp,ENPP,2968,N
,essp,ESSP,2969,N
,essp,ESSP,2969,N
,index-net,INDEX\-NET,2970,N
,index-net,INDEX\-NET,2970,N
,netclip,"NetClip\ clipboard\ daemon",2971,N
,netclip,"NetClip\ clipboard\ daemon",2971,N
,pmsm-webrctl,"PMSM\ Webrctl",2972,N
,pmsm-webrctl,"PMSM\ Webrctl",2972,N
,svnetworks,"SV\ Networks",2973,N
,svnetworks,"SV\ Networks",2973,N
,signal,Signal,2974,N
,signal,Signal,2974,N
,fjmpcm,"Fujitsu\ Configuration\ Management\ Service",2975,N
,fjmpcm,"Fujitsu\ Configuration\ Management\ Service",2975,N
,cns-srv-port,"CNS\ Server\ Port",2976,N
,cns-srv-port,"CNS\ Server\ Port",2976,N
,ttc-etap-ns,"TTCs\ Enterprise\ Test\ Access\ Protocol\ \-\ NS",2977,N
,ttc-etap-ns,"TTCs\ Enterprise\ Test\ Access\ Protocol\ \-\ NS",2977,N
,ttc-etap-ds,"TTCs\ Enterprise\ Test\ Access\ Protocol\ \-\ DS",2978,N
,ttc-etap-ds,"TTCs\ Enterprise\ Test\ Access\ Protocol\ \-\ DS",2978,N
,h263-video,"H263\ Video\ Streaming",2979,N
,h263-video,"H263\ Video\ Streaming",2979,N
,wimd,"Instant\ Messaging\ Service",2980,N
,wimd,"Instant\ Messaging\ Service",2980,N
,mylxamport,MYLXAMPORT,2981,N
,mylxamport,MYLXAMPORT,2981,N
,iwb-whiteboard,IWB\-WHITEBOARD,2982,N
,iwb-whiteboard,IWB\-WHITEBOARD,2982,N
,netplan,NETPLAN,2983,N
,netplan,NETPLAN,2983,N
,hpidsadmin,HPIDSADMIN,2984,N
,hpidsadmin,HPIDSADMIN,2984,N
,hpidsagent,HPIDSAGENT,2985,N
,hpidsagent,HPIDSAGENT,2985,N
,stonefalls,STONEFALLS,2986,N
,stonefalls,STONEFALLS,2986,N
,identify,identify,2987,N
,identify,identify,2987,N
,hippad,"HIPPA\ Reporting\ Protocol",2988,N
,hippad,"HIPPA\ Reporting\ Protocol",2988,N
,zarkov,"ZARKOV\ Intelligent\ Agent\ Communication",2989,N
,zarkov,"ZARKOV\ Intelligent\ Agent\ Communication",2989,N
,boscap,BOSCAP,2990,N
,boscap,BOSCAP,2990,N
,wkstn-mon,WKSTN\-MON,2991,N
,wkstn-mon,WKSTN\-MON,2991,N
,avenyo,"Avenyo\ Server",2992,N
,avenyo,"Avenyo\ Server",2992,N
,veritas-vis1,"VERITAS\ VIS1",2993,N
,veritas-vis1,"VERITAS\ VIS1",2993,N
,veritas-vis2,"VERITAS\ VIS2",2994,N
,veritas-vis2,"VERITAS\ VIS2",2994,N
,idrs,IDRS,2995,N
,idrs,IDRS,2995,N
,vsixml,vsixml,2996,N
,vsixml,vsixml,2996,N
,rebol,REBOL,2997,N
,rebol,REBOL,2997,N
,realsecure,"Real\ Secure",2998,N
,realsecure,"Real\ Secure",2998,N
,remoteware-un,"RemoteWare\ Unassigned",2999,N
,remoteware-un,"RemoteWare\ Unassigned",2999,N
,hbci,HBCI,3000,N
,hbci,HBCI,3000,N
,remoteware-cl,"RemoteWare\ Client",3000,N
,remoteware-cl,"RemoteWare\ Client",3000,N
,exlm-agent,"EXLM\ Agent",3002,N
,exlm-agent,"EXLM\ Agent",3002,N
,remoteware-srv,"RemoteWare\ Server",3002,N
,remoteware-srv,"RemoteWare\ Server",3002,N
,cgms,CGMS,3003,N
,cgms,CGMS,3003,N
,csoftragent,"Csoft\ Agent",3004,N
,csoftragent,"Csoft\ Agent",3004,N
,geniuslm,"Genius\ License\ Manager",3005,N
,geniuslm,"Genius\ License\ Manager",3005,N
,ii-admin,"Instant\ Internet\ Admin",3006,N
,ii-admin,"Instant\ Internet\ Admin",3006,N
,lotusmtap,"Lotus\ Mail\ Tracking\ Agent\ Protocol",3007,N
,lotusmtap,"Lotus\ Mail\ Tracking\ Agent\ Protocol",3007,N
,midnight-tech,"Midnight\ Technologies",3008,N
,midnight-tech,"Midnight\ Technologies",3008,N
,pxc-ntfy,PXC\-NTFY,3009,N
,pxc-ntfy,PXC\-NTFY,3009,N
,gw,"Telerate\ Workstation",3010,N
,ping-pong,"Telerate\ Workstation",3010,N
,trusted-web,"Trusted\ Web",3011,N
,trusted-web,"Trusted\ Web",3011,N
,twsdss,"Trusted\ Web\ Client",3012,N
,twsdss,"Trusted\ Web\ Client",3012,N
,gilatskysurfer,"Gilat\ Sky\ Surfer",3013,N
,gilatskysurfer,"Gilat\ Sky\ Surfer",3013,N
,broker_service,"Broker\ Service",3014,N
,broker_service,"Broker\ Service",3014,N
,nati-dstp,"NATI\ DSTP",3015,N
,nati-dstp,"NATI\ DSTP",3015,N
,notify_srvr,"Notify\ Server",3016,N
,notify_srvr,"Notify\ Server",3016,N
,event_listener,"Event\ Listener",3017,N
,event_listener,"Event\ Listener",3017,N
,srvc_registry,"Service\ Registry",3018,N
,srvc_registry,"Service\ Registry",3018,N
,resource_mgr,"Resource\ Manager",3019,N
,resource_mgr,"Resource\ Manager",3019,N
,cifs,CIFS,3020,N
,cifs,CIFS,3020,N
,agriserver,"AGRI\ Server",3021,N
,agriserver,"AGRI\ Server",3021,N
,csregagent,CSREGAGENT,3022,N
,csregagent,CSREGAGENT,3022,N
,magicnotes,magicnotes,3023,N
,magicnotes,magicnotes,3023,N
,nds_sso,NDS_SSO,3024,N
,nds_sso,NDS_SSO,3024,N
,arepa-raft,"Arepa\ Raft",3025,N
,arepa-raft,"Arepa\ Raft",3025,N
,agri-gateway,"AGRI\ Gateway",3026,N
,agri-gateway,"AGRI\ Gateway",3026,N
,LiebDevMgmt_C,LiebDevMgmt_C,3027,N
,LiebDevMgmt_C,LiebDevMgmt_C,3027,N
,LiebDevMgmt_DM,LiebDevMgmt_DM,3028,N
,LiebDevMgmt_DM,LiebDevMgmt_DM,3028,N
,LiebDevMgmt_A,LiebDevMgmt_A,3029,N
,LiebDevMgmt_A,LiebDevMgmt_A,3029,N
,arepa-cas,"Arepa\ Cas",3030,N
,arepa-cas,"Arepa\ Cas",3030,N
,eppc,"Remote\ AppleEventsPPC\ Toolbox",3031,N
,eppc,"Remote\ AppleEventsPPC\ Toolbox",3031,N
,redwood-chat,"Redwood\ Chat",3032,N
,redwood-chat,"Redwood\ Chat",3032,N
,pdb,PDB,3033,N
,pdb,PDB,3033,N
,osmosis-aeea,"Osmosis\ \ Helix\ R\ AEEA\ Port",3034,N
,osmosis-aeea,"Osmosis\ \ Helix\ R\ AEEA\ Port",3034,N
,fjsv-gssagt,"FJSV\ gssagt",3035,N
,fjsv-gssagt,"FJSV\ gssagt",3035,N
,hagel-dump,"Hagel\ DUMP",3036,N
,hagel-dump,"Hagel\ DUMP",3036,N
,hp-san-mgmt,"HP\ SAN\ Mgmt",3037,N
,hp-san-mgmt,"HP\ SAN\ Mgmt",3037,N
,santak-ups,"Santak\ UPS",3038,N
,santak-ups,"Santak\ UPS",3038,N
,cogitate,"Cogitate\ Inc",3039,N
,cogitate,"Cogitate\ Inc",3039,N
,tomato-springs,"Tomato\ Springs",3040,N
,tomato-springs,"Tomato\ Springs",3040,N
,di-traceware,di\-traceware,3041,N
,di-traceware,di\-traceware,3041,N
,journee,journee,3042,N
,journee,journee,3042,N
,brp,"Broadcast\ Routing\ Protocol",3043,N
,brp,"Broadcast\ Routing\ Protocol",3043,N
,epp,"EndPoint\ Protocol",3044,N
,epp,"EndPoint\ Protocol",3044,N
,responsenet,ResponseNet,3045,N
,responsenet,ResponseNet,3045,N
,di-ase,di\-ase,3046,N
,di-ase,di\-ase,3046,N
,hlserver,"Fast\ Security\ HL\ Server",3047,N
,hlserver,"Fast\ Security\ HL\ Server",3047,N
,pctrader,"Sierra\ Net\ PC\ Trader",3048,N
,pctrader,"Sierra\ Net\ PC\ Trader",3048,N
,nsws,NSWS,3049,N
,nsws,NSWS,3049,N
,gds_db,gds_db,3050,N
,gds_db,gds_db,3050,N
,galaxy-server,"Galaxy\ Server",3051,N
,galaxy-server,"Galaxy\ Server",3051,N
,apc-3052,"APC\ 3052",3052,N
,apc-3052,"APC\ 3052",3052,N
,dsom-server,dsom\-server,3053,N
,dsom-server,dsom\-server,3053,N
,amt-cnf-prot,"AMT\ CNF\ PROT",3054,N
,amt-cnf-prot,"AMT\ CNF\ PROT",3054,N
,policyserver,"Policy\ Server",3055,N
,policyserver,"Policy\ Server",3055,N
,cdl-server,"CDL\ Server",3056,N
,cdl-server,"CDL\ Server",3056,N
,goahead-fldup,"GoAhead\ FldUp",3057,N
,goahead-fldup,"GoAhead\ FldUp",3057,N
,videobeans,videobeans,3058,N
,videobeans,videobeans,3058,N
,qsoft,qsoft,3059,N
,qsoft,qsoft,3059,N
,interserver,interserver,3060,N
,interserver,interserver,3060,N
,cautcpd,cautcpd,3061,N
,cautcpd,cautcpd,3061,N
,ncacn-ip-tcp,ncacn\-ip\-tcp,3062,N
,ncacn-ip-tcp,ncacn\-ip\-tcp,3062,N
,ncadg-ip-udp,ncadg\-ip\-udp,3063,N
,ncadg-ip-udp,ncadg\-ip\-udp,3063,N
,rprt,"Remote\ Port\ Redirector",3064,N
,rprt,"Remote\ Port\ Redirector",3064,N
,slinterbase,slinterbase,3065,N
,slinterbase,slinterbase,3065,N
,netattachsdmp,NETATTACHSDMP,3066,N
,netattachsdmp,NETATTACHSDMP,3066,N
,fjhpjp,FJHPJP,3067,N
,fjhpjp,FJHPJP,3067,N
,ls3bcast,"ls3\ Broadcast",3068,N
,ls3bcast,"ls3\ Broadcast",3068,N
,ls3,ls3,3069,N
,ls3,ls3,3069,N
,mgxswitch,MGXSWITCH,3070,N
,mgxswitch,MGXSWITCH,3070,N
,csd-mgmt-port,"ContinuStor\ Manager\ Port",3071,N
,csd-mgmt-port,"ContinuStor\ Manager\ Port",3071,N
,csd-monitor,"ContinuStor\ Monitor\ Port",3072,N
,csd-monitor,"ContinuStor\ Monitor\ Port",3072,N
,vcrp,"Very\ simple\ chatroom\ prot",3073,N
,vcrp,"Very\ simple\ chatroom\ prot",3073,N
,xbox,"Xbox\ game\ port",3074,N
,xbox,"Xbox\ game\ port",3074,N
,orbix-locator,"Orbix\ 2000\ Locator",3075,N
,orbix-locator,"Orbix\ 2000\ Locator",3075,N
,orbix-config,"Orbix\ 2000\ Config",3076,N
,orbix-config,"Orbix\ 2000\ Config",3076,N
,orbix-loc-ssl,"Orbix\ 2000\ Locator\ SSL",3077,N
,orbix-loc-ssl,"Orbix\ 2000\ Locator\ SSL",3077,N
,orbix-cfg-ssl,"Orbix\ 2000\ Locator\ SSL",3078,N
,orbix-cfg-ssl,"Orbix\ 2000\ Locator\ SSL",3078,N
,lv-frontpanel,"LV\ Front\ Panel",3079,N
,lv-frontpanel,"LV\ Front\ Panel",3079,N
,stm_pproc,stm_pproc,3080,N
,stm_pproc,stm_pproc,3080,N
,tl1-lv,TL1\-LV,3081,N
,tl1-lv,TL1\-LV,3081,N
,tl1-raw,TL1\-RAW,3082,N
,tl1-raw,TL1\-RAW,3082,N
,tl1-telnet,TL1\-TELNET,3083,N
,tl1-telnet,TL1\-TELNET,3083,N
,itm-mccs,ITM\-MCCS,3084,N
,itm-mccs,ITM\-MCCS,3084,N
,pcihreq,PCIHReq,3085,N
,pcihreq,PCIHReq,3085,N
,jdl-dbkitchen,JDL\-DBKitchen,3086,N
,jdl-dbkitchen,JDL\-DBKitchen,3086,N
,asoki-sma,"Asoki\ SMA",3087,N
,asoki-sma,"Asoki\ SMA",3087,N
,xdtp,"eXtensible\ Data\ Transfer\ Protocol",3088,N
,xdtp,"eXtensible\ Data\ Transfer\ Protocol",3088,N
,ptk-alink,"ParaTek\ Agent\ Linking",3089,N
,ptk-alink,"ParaTek\ Agent\ Linking",3089,N
,stss,"Senforce\ Session\ Services",3090,N
,stss,"Senforce\ Session\ Services",3090,N
,1ci-smcs,"1Ci\ Server\ Management",3091,N
,1ci-smcs,"1Ci\ Server\ Management",3091,N
,rapidmq-center,"Jiiva\ RapidMQ\ Center",3093,N
,rapidmq-center,"Jiiva\ RapidMQ\ Center",3093,N
,rapidmq-reg,"Jiiva\ RapidMQ\ Registry",3094,N
,rapidmq-reg,"Jiiva\ RapidMQ\ Registry",3094,N
,panasas,"Panasas\ rendevous\ port",3095,N
,panasas,"Panasas\ rendevous\ port",3095,N
,ndl-aps,"Active\ Print\ Server\ Port",3096,N
,ndl-aps,"Active\ Print\ Server\ Port",3096,N
,umm-port,"Universal\ Message\ Manager",3098,N
,umm-port,"Universal\ Message\ Manager",3098,N
,chmd,"CHIPSY\ Machine\ Daemon",3099,N
,chmd,"CHIPSY\ Machine\ Daemon",3099,N
,opcon-xps,OpConxps,3100,N
,opcon-xps,OpConxps,3100,N
,hp-pxpib,"HP\ PolicyXpert\ PIB\ Server",3101,N
,hp-pxpib,"HP\ PolicyXpert\ PIB\ Server",3101,N
,slslavemon,"SoftlinK\ Slave\ Mon\ Port",3102,N
,slslavemon,"SoftlinK\ Slave\ Mon\ Port",3102,N
,autocuesmi,"Autocue\ SMI\ Protocol",3103,N
,autocuesmi,"Autocue\ SMI\ Protocol",3103,N
,autocuelog,"Autocue\ Logger\ Protocol",3104,N
,autocuetime,"Autocue\ Time\ Service",3104,N
,cardbox,Cardbox,3105,N
,cardbox,Cardbox,3105,N
,cardbox-http,"Cardbox\ HTTP",3106,N
,cardbox-http,"Cardbox\ HTTP",3106,N
,business,"Business\ protocol",3107,N
,business,"Business\ protocol",3107,N
,geolocate,"Geolocate\ protocol",3108,N
,geolocate,"Geolocate\ protocol",3108,N
,personnel,"Personnel\ protocol",3109,N
,personnel,"Personnel\ protocol",3109,N
,sim-control,"simulator\ control\ port",3110,N
,sim-control,"simulator\ control\ port",3110,N
,wsynch,"Web\ Synchronous\ Services",3111,N
,wsynch,"Web\ Synchronous\ Services",3111,N
,ksysguard,"KDE\ System\ Guard",3112,N
,ksysguard,"KDE\ System\ Guard",3112,N
,cs-auth-svr,"CS\-Authenticate\ Svr\ Port",3113,N
,cs-auth-svr,"CS\-Authenticate\ Svr\ Port",3113,N
,ccmad,"CCM\ AutoDiscover",3114,N
,ccmad,"CCM\ AutoDiscover",3114,N
,mctet-master,"MCTET\ Master",3115,N
,mctet-master,"MCTET\ Master",3115,N
,mctet-gateway,"MCTET\ Gateway",3116,N
,mctet-gateway,"MCTET\ Gateway",3116,N
,mctet-jserv,"MCTET\ Jserv",3117,N
,mctet-jserv,"MCTET\ Jserv",3117,N
,pkagent,PKAgent,3118,N
,pkagent,PKAgent,3118,N
,d2000kernel,"D2000\ Kernel\ Port",3119,N
,d2000kernel,"D2000\ Kernel\ Port",3119,N
,d2000webserver,"D2000\ Webserver\ Port",3120,N
,d2000webserver,"D2000\ Webserver\ Port",3120,N
,vtr-emulator,"MTI\ VTR\ Emulator\ port",3122,N
,vtr-emulator,"MTI\ VTR\ Emulator\ port",3122,N
